LinkId,Geometry
161072,"LINESTRING(354930.95244 6688827.97767,354929.94907 6688827.80204,354928.97016 6688827.52486,354928.03081 6688827.14526,354927.12476 6688826.68585,354926.28094 6688826.12270,354925.48618 6688825.48996,354924.76940 6688824.76370)"
161073,"LINESTRING(354924.76940 6688824.76370,354925.48618 6688825.48996,354926.28094 6688826.12270,354927.12476 6688826.68585,354928.03081 6688827.14526,354928.97016 6688827.52486,354929.94907 6688827.80204,354930.95244 6688827.97767,354931.93492 6688828.05436,354932.92674 6688828.03038,354933.90524 6688827.90704,354934.87104 6688827.69542,354935.80841 6688827.38530,354936.71042 6688826.98822,354937.56888 6688826.49353,354938.37751 6688825.92383,354939.12120 6688825.28000,354939.80058 6688824.57313,354940.40748 6688823.79257,354940.92740 6688822.95028,354941.36919 6688822.06801,354941.71838 6688821.15771,354941.98124 6688820.19677,354942.15329 6688819.10757,354942.21071 6688818.00275,354942.13966 6688816.90535,354941.94772 6688815.81494,354941.63615 6688814.75371,354941.21315 6688813.73230,354940.67182 6688812.76224,354940.02790 6688811.85374,354939.29024 6688811.02854,354938.46703 6688810.29731,354937.80970 6688809.81239,354937.11024 6688809.38553,354936.38376 6688809.01587,354935.63025 6688808.70341,354934.85037 6688808.45922,354934.05103 6688808.27180,354933.24798 6688808.15134,354932.43366 6688808.09830,354931.61563 6688808.11223,354930.80209 6688808.20378,354929.99932 6688808.35034,354929.20731 6688808.55192,354928.43490 6688808.83024,354927.69656 6688809.17335,354926.98410 6688809.57059,354926.30508 6688810.02154,354925.65948 6688810.52618)"
161088,"LINESTRING(355467.17178 6689032.97932,355468.17689 6689032.39835,355469.24885 6689031.92478,355470.35872 6689031.58253,355471.50586 6689031.36053,355472.66887 6689031.28224,355473.82382 6689031.32682,355474.97134 6689031.50533,355476.08813 6689031.80802,355477.16726 6689032.24639,355478.18414 6689032.78849,355479.14007 6689033.45650,355480.01044 6689034.21846,355480.95163 6689035.28786,355481.73299 6689036.47776,355482.34568 6689037.76641,355482.76510 6689039.12185)"
163115,"LINESTRING(354968.38637 6689962.34550,354968.78777 6689963.25690,354969.05882 6689964.14246,354969.38531 6689966.24871,354969.03026 6689969.28449)"
163116,"LINESTRING(354969.03026 6689969.28449,354967.73056 6689972.10787,354965.61869 6689974.38853,354962.89338 6689975.89244,354959.83466 6689976.48102,354958.18624 6689976.42060)"
163117,"LINESTRING(354958.18624 6689976.42060,354956.74908 6689976.08092,354955.01250 6689975.41364)"
163118,"LINESTRING(354955.01250 6689975.41364,354953.93577 6689974.75270,354951.68196 6689972.61329,354950.22151 6689969.90504,354949.66737 6689966.87734,354949.99632 6689964.17686)"
163119,"LINESTRING(354949.99632 6689964.17686,354949.66737 6689966.87734,354950.22151 6689969.90504,354951.68196 6689972.61329,354953.93577 6689974.75270,354955.01250 6689975.41364,354956.74908 6689976.08092,354958.18624 6689976.42060,354959.83466 6689976.48102,354962.89338 6689975.89244,354965.61869 6689974.38853,354967.73056 6689972.10787,354969.03026 6689969.28449,354969.38531 6689966.24871,354969.05882 6689964.14246,354968.78777 6689963.25690,354968.38637 6689962.34550,354967.29967 6689960.59476,354965.06418 6689958.50991,354963.93456 6689957.85203,354962.29812 6689957.21233,354960.72496 6689956.88052,354959.25849 6689956.82069,354956.25073 6689957.37295)"
163155,"LINESTRING(355814.06155 6689802.43248,355819.00121 6689792.26738,355824.01288 6689781.64195,355825.91200 6689777.63820)"
163156,"LINESTRING(355830.15811 6689836.12876,355822.10739 6689832.44312)"
163161,"LINESTRING(355803.73955 6689824.02325,355806.02078 6689819.28537,355814.06155 6689802.43248)"
163245,"LINESTRING(355887.95466 6689862.61309,355840.99610 6689841.08890,355830.15811 6689836.12876)"
163921,"LINESTRING(355763.26104 6689974.58299,355823.86046 6689849.16490,355824.54420 6689847.74579,355825.41083 6689845.94897,355826.22404 6689844.27762)"
163922,"LINESTRING(355826.22404 6689844.27762,355830.15811 6689836.12876)"
163959,"LINESTRING(356292.81611 6689563.12149,356274.54679 6689555.09504,356266.68908 6689551.86498)"
163997,"LINESTRING(355830.15811 6689836.12876,355845.42973 6689806.90917)"
163998,"LINESTRING(355825.91200 6689777.63820,355831.84806 6689781.59048,355839.97673 6689787.15197)"
163999,"LINESTRING(355839.97673 6689787.15197,355852.81028 6689794.37804)"
165209,"LINESTRING(354911.41288 6688828.74053,354897.18670 6688835.11535,354887.93046 6688839.06650)"
168328,"LINESTRING(355751.75087 6689427.35657,355773.95129 6689383.13946)"
168329,"LINESTRING(355773.95129 6689383.13946,355751.75087 6689427.35657)"
168330,"LINESTRING(355600.87634 6689726.90474,355612.19925 6689704.93315)"
168331,"LINESTRING(355612.19925 6689704.93315,355600.87634 6689726.90474)"
168332,"LINESTRING(355773.95129 6689383.13946,355787.08750 6689355.25578,355789.21639 6689351.02738)"
168333,"LINESTRING(355789.21639 6689351.02738,355787.08750 6689355.25578,355773.95129 6689383.13946)"
168348,"LINESTRING(355660.73890 6689604.87661,355672.01955 6689582.29566)"
168349,"LINESTRING(355672.01955 6689582.29566,355660.73890 6689604.87661)"
171218,"LINESTRING(355937.15476 6689203.98385,355935.66016 6689206.46218,355934.80059 6689207.85802,355931.78656 6689212.51570,355915.97526 6689237.14863,355914.57175 6689239.36581,355913.11674 6689241.74172)"
171219,"LINESTRING(355913.11674 6689241.74172,355914.57175 6689239.36581,355915.97526 6689237.14863,355931.78656 6689212.51570,355934.80059 6689207.85802,355935.66016 6689206.46218,355937.15476 6689203.98385)"
172223,"LINESTRING(356280.04905 6688964.22221,356277.70433 6688958.52717,356277.58402 6688952.35907,356279.70711 6688946.57354)"
172224,"LINESTRING(356279.70711 6688946.57354,356284.22761 6688941.60676,356290.32797 6688938.79646)"
172225,"LINESTRING(356290.32797 6688938.79646,356293.18532 6688938.38709)"
173367,"LINESTRING(356447.74030 6689291.90972,356448.94552 6689290.32716,356450.12934 6689287.97813,356454.32360 6689283.14151,356494.58588 6689240.21281,356531.31686 6689200.59190,356535.27105 6689196.19196,356539.35817 6689191.86226)"
173369,"LINESTRING(356539.35817 6689191.86226,356567.52292 6689161.45764,356576.05024 6689154.05747,356585.31018 6689147.79451)"
175439,"LINESTRING(355741.60906 6688710.74457,355743.25783 6688708.04591,355777.27409 6688655.02525,355778.93621 6688652.42597,355781.27863 6688648.60807,355782.55903 6688646.62050,355783.83332 6688644.13260)"
175440,"LINESTRING(355783.83332 6688644.13260,355787.11114 6688637.73508)"
175930,"LINESTRING(355039.48898 6689015.17710,355048.06711 6689012.74518,355052.34028 6689011.38550,355059.63015 6689009.09484,355066.37272 6689006.12374,355070.12704 6689004.18212)"
176044,"LINESTRING(355825.83873 6689775.31703,355900.82627 6689810.96804)"
176045,"LINESTRING(355900.82627 6689810.96804,355825.83873 6689775.31703)"
176046,"LINESTRING(355900.82627 6689810.96804,355911.30914 6689815.94879)"
176047,"LINESTRING(355911.30914 6689815.94879,355900.82627 6689810.96804)"
176048,"LINESTRING(355911.30914 6689815.94879,355914.99598 6689817.70549,355909.87662 6689828.43718)"
176049,"LINESTRING(355909.87662 6689828.43718,355914.99598 6689817.70549,355911.30914 6689815.94879)"
176050,"LINESTRING(355909.87662 6689828.43718,355893.65330 6689862.45128)"
176051,"LINESTRING(355893.65330 6689862.45128,355909.87662 6689828.43718)"
176052,"LINESTRING(355893.65330 6689862.45128,355888.60882 6689873.03404,355884.59074 6689871.18519)"
176053,"LINESTRING(355884.59074 6689871.18519,355888.60882 6689873.03404,355893.65330 6689862.45128)"
176054,"LINESTRING(355884.59074 6689871.18519,355826.22404 6689844.27762)"
176055,"LINESTRING(355826.22404 6689844.27762,355884.59074 6689871.18519)"
176056,"LINESTRING(355826.22404 6689844.27762,355797.95542 6689831.24413,355812.58331 6689801.90582)"
176057,"LINESTRING(355812.58331 6689801.90582,355797.95542 6689831.24413,355826.22404 6689844.27762)"
176058,"LINESTRING(355812.58331 6689801.90582,355825.13231 6689776.73744)"
176059,"LINESTRING(355825.13231 6689776.73744,355812.58331 6689801.90582)"
176060,"LINESTRING(355825.13231 6689776.73744,355812.58331 6689801.90582,355797.95542 6689831.24413,355826.22404 6689844.27762,355884.59074 6689871.18519,355888.60882 6689873.03404,355893.65330 6689862.45128,355909.87662 6689828.43718,355914.99598 6689817.70549,355911.30914 6689815.94879,355900.82627 6689810.96804,355825.83873 6689775.31703)"
176061,"LINESTRING(355825.83873 6689775.31703,355900.82627 6689810.96804,355911.30914 6689815.94879,355914.99598 6689817.70549,355909.87662 6689828.43718,355893.65330 6689862.45128,355888.60882 6689873.03404,355884.59074 6689871.18519,355826.22404 6689844.27762,355797.95542 6689831.24413,355812.58331 6689801.90582,355825.13231 6689776.73744)"
176291,"LINESTRING(356208.37097 6689111.52356,356210.47334 6689107.48600)"
176292,"LINESTRING(356210.47334 6689107.48600,356218.01276 6689095.31345,356224.32530 6689082.11012,356265.52489 6688998.33732,356272.66029 6688983.09506,356275.33411 6688976.99965,356277.47953 6688970.81229,356280.04905 6688964.22221)"
176409,"LINESTRING(355372.10849 6688779.90605,355367.01890 6688835.13038,355364.09588 6688861.96887,355361.92637 6688869.03697,355356.12308 6688881.71120,355353.79603 6688886.70780,355346.87709 6688898.31160,355344.47024 6688901.53261)"
176468,"LINESTRING(356296.82402 6688971.67839,356294.11913 6688974.47111,356291.35754 6688977.99030,356288.69632 6688981.80411,356286.04226 6688986.66337,356250.14877 6689060.42827,356229.66960 6689102.49690,356225.65455 6689112.28563,356223.15923 6689118.58219)"
176469,"LINESTRING(356223.15923 6689118.58219,356219.96292 6689125.47545,356216.16205 6689133.05999,356213.22700 6689139.09260)"
176470,"LINESTRING(356213.22700 6689139.09260,356192.25562 6689182.21338,356188.96646 6689188.67808)"
176471,"LINESTRING(356188.96646 6689188.67808,356186.00241 6689194.60113,356183.19467 6689199.94773,356177.89300 6689209.37673,356158.50557 6689249.19091,356145.39555 6689276.11528,356135.62492 6689292.71126,356131.69056 6689299.29108)"
176663,"LINESTRING(355905.64989 6689827.04541,355894.69335 6689849.07316,355887.95466 6689862.61309)"
176666,"LINESTRING(355875.97747 6689888.62732,355895.30904 6689898.51611,355896.16953 6689898.97828,355897.20674 6689899.21887,355898.51377 6689899.14348,355899.60763 6689898.65759,355914.15691 6689888.71713,355916.66597 6689886.61419)"
17758,"LINESTRING(355420.68598 6689250.55661,355425.61534 6689242.83957)"
17759,"LINESTRING(355425.61534 6689242.83957,355431.60868 6689234.24887)"
17760,"LINESTRING(355431.60868 6689234.24887,355433.40877 6689231.41898)"
17761,"LINESTRING(355433.40877 6689231.41898,355436.37324 6689226.69713)"
17762,"LINESTRING(355436.37324 6689226.69713,355437.74713 6689224.62618)"
17765,"LINESTRING(355443.94908 6689228.57389,355441.27365 6689232.65597)"
17766,"LINESTRING(355441.27365 6689232.65597,355440.21288 6689234.24153)"
17767,"LINESTRING(355440.21288 6689234.24153,355438.36553 6689237.04077)"
17768,"LINESTRING(355438.36553 6689237.04077,355436.51139 6689239.98505)"
17769,"LINESTRING(355436.51139 6689239.98505,355426.61373 6689254.87618)"
178018,"LINESTRING(355207.30758 6689723.20159,355204.79546 6689722.75708,355202.42827 6689721.80351,355200.06796 6689720.18197,355198.15607 6689718.05607,355196.79033 6689715.54258,355196.03950 6689712.78214)"
178019,"LINESTRING(355196.03950 6689712.78214,355195.94292 6689710.06177,355196.45461 6689707.37301)"
178020,"LINESTRING(355196.45461 6689707.37301,355197.46408 6689705.03377,355198.93535 6689702.94600,355200.80617 6689701.21343,355202.99665 6689699.89631)"
178021,"LINESTRING(355202.99665 6689699.89631,355205.41997 6689699.06643,355207.95652 6689698.75294,355210.50053 6689698.96195,355212.94621 6689699.69959,355215.19279 6689700.92716,355217.12373 6689702.59578,355218.68102 6689704.61978,355219.77641 6689706.91526,355220.36702 6689709.39567,355220.43131 6689711.95101,355219.96915 6689714.44776,355218.99118 6689716.80743,355217.82057 6689718.58854,355216.34876 6689720.14227,355214.64055 6689721.40925)"
178022,"LINESTRING(355214.64055 6689721.40925,355216.34876 6689720.14227,355217.82057 6689718.58854,355218.99118 6689716.80743,355219.96915 6689714.44776,355220.43131 6689711.95101,355220.36702 6689709.39567,355219.77641 6689706.91526,355218.68102 6689704.61978,355217.12373 6689702.59578,355215.19279 6689700.92716,355212.94621 6689699.69959,355210.50053 6689698.96195,355207.95652 6689698.75294,355205.41997 6689699.06643,355202.99665 6689699.89631,355200.80617 6689701.21343,355198.93535 6689702.94600,355197.46408 6689705.03377,355196.45461 6689707.37301,355195.94292 6689710.06177,355196.03950 6689712.78214,355196.79033 6689715.54258,355198.15607 6689718.05607,355200.06796 6689720.18197,355202.42827 6689721.80351,355204.79546 6689722.75708,355207.30758 6689723.20159)"
178023,"LINESTRING(355099.59678 6689631.18210,355098.01242 6689629.21532,355096.88803 6689626.94380,355096.23665 6689624.19987,355096.26398 6689621.39446,355096.96325 6689618.67259)"
178024,"LINESTRING(355096.96325 6689618.67259,355097.78821 6689616.94482,355098.88096 6689615.39072,355100.21320 6689614.04530,355101.74715 6689612.91074,355103.44067 6689612.04512)"
178025,"LINESTRING(355103.44067 6689612.04512,355105.58588 6689611.38704,355107.81526 6689611.13578,355110.04696 6689611.31830,355112.20481 6689611.92789,355114.20312 6689612.92501,355115.98708 6689614.27943,355117.47858 6689615.95117,355118.62087 6689617.87674,355119.37861 6689619.96920)"
178026,"LINESTRING(355119.37861 6689619.96920,355119.74901 6689622.57360,355119.52188 6689625.20141)"
178027,"LINESTRING(355119.52188 6689625.20141,355118.68583 6689627.78655,355117.28092 6689630.10415,355115.25990 6689632.12359,355112.81330 6689633.60018)"
178028,"LINESTRING(355112.81330 6689633.60018,355109.62252 6689634.53010,355106.29477 6689634.53333)"
178029,"LINESTRING(355106.29477 6689634.53333,355109.62252 6689634.53010,355112.81330 6689633.60018,355115.25990 6689632.12359,355117.28092 6689630.10415,355118.68583 6689627.78655,355119.52188 6689625.20141,355119.74901 6689622.57360,355119.37861 6689619.96920,355118.62087 6689617.87674,355117.47858 6689615.95117,355115.98708 6689614.27943,355114.20312 6689612.92501,355112.20481 6689611.92789,355110.04696 6689611.31830,355107.81526 6689611.13578,355105.58588 6689611.38704,355103.44067 6689612.04512,355101.74715 6689612.91074,355100.21320 6689614.04530,355098.88096 6689615.39072,355097.78821 6689616.94482,355096.96325 6689618.67259,355096.26398 6689621.39446,355096.23665 6689624.19987,355096.88803 6689626.94380,355098.01242 6689629.21532,355099.59678 6689631.18210)"
178030,"LINESTRING(355214.64055 6689721.40925,355211.75742 6689725.16968,355209.95022 6689728.79004,355208.61094 6689732.50575,355207.92143 6689736.18391,355207.65340 6689740.72781,355207.11710 6689747.71276,355205.62524 6689756.78905)"
179387,"LINESTRING(355464.73751 6689047.67304,355461.51460 6689047.00242,355458.00583 6689045.71412,355454.31071 6689043.82463,355451.00890 6689041.65653,355444.24174 6689038.82070,355439.72606 6689036.90072,355434.85882 6689034.80078,355428.21945 6689032.60290,355421.53653 6689028.99452)"
179419,"LINESTRING(355421.53653 6689028.99452,355428.71175 6689029.18096,355440.11333 6689031.66014,355446.28639 6689032.87246,355453.39077 6689034.06439,355456.57924 6689034.26969,355460.06586 6689034.12398,355462.33132 6689033.83740,355467.17178 6689032.97932)"
179548,"LINESTRING(355049.59749 6689783.84446,355043.66227 6689778.21280,354944.39425 6689686.45330,354942.61191 6689684.86518,354938.52732 6689681.87478)"
179549,"LINESTRING(355125.04306 6689596.65476,355124.32126 6689595.83976)"
180868,"LINESTRING(355704.11894 6689629.63236,355709.98799 6689625.58861,355713.46524 6689623.18494)"
180869,"LINESTRING(355713.46524 6689623.18494,355709.98799 6689625.58861,355704.11894 6689629.63236)"
181190,"LINESTRING(355672.01955 6689582.29566,355691.84081 6689611.54867,355704.11894 6689629.63236)"
181211,"LINESTRING(355704.11894 6689629.63236,355700.28904 6689636.03959,355697.44551 6689644.82654,355693.24649 6689672.68427,355692.82408 6689675.47909,355691.69884 6689680.15031)"
181296,"LINESTRING(355775.69334 6689104.01509,355773.35688 6689110.69211,355769.11539 6689119.96020,355762.40270 6689131.72962,355760.79133 6689134.54852,355758.42191 6689137.50016)"
181706,"LINESTRING(355498.84305 6689648.28050,355507.37750 6689647.73206,355517.15680 6689644.58608,355523.21384 6689640.38665,355524.90498 6689638.95385,355527.36242 6689636.87598,355529.91156 6689635.20450)"
181797,"LINESTRING(355649.53673 6689994.69816,355674.57119 6690008.30702)"
182005,"LINESTRING(354592.45668 6688945.46382,354598.36969 6688950.42879,354694.80890 6689031.00924,354699.04267 6689034.60281)"
182012,"LINESTRING(354797.04320 6689116.14030,354814.47067 6689130.38623,354815.75585 6689131.50240,354816.93731 6689133.97085,354816.72495 6689137.37667,354815.32123 6689140.23946,354813.57706 6689142.72141,354811.06024 6689144.03528)"
182019,"LINESTRING(354738.97691 6688988.13141,354777.45307 6688944.35937,354780.81471 6688940.34854)"
182341,"LINESTRING(356373.12156 6689597.01447,356371.80460 6689593.49657,356369.20755 6689589.99676,356363.75229 6689587.01762,356344.40469 6689582.24629,356318.92366 6689573.77841,356299.94463 6689566.32683,356292.81611 6689563.12149)"
183173,"LINESTRING(355612.19925 6689704.93315,355619.20033 6689690.95495,355621.59392 6689685.93234,355622.56400 6689683.03915,355627.37554 6689672.75888)"
183174,"LINESTRING(355627.37554 6689672.75888,355622.56400 6689683.03915,355621.59392 6689685.93234,355619.20033 6689690.95495,355612.19925 6689704.93315)"
183216,"LINESTRING(355505.33937 6689853.98656,355520.93779 6689862.35404,355529.03516 6689866.58178)"
183323,"LINESTRING(355529.03516 6689866.58178,355531.07440 6689862.51420,355562.84724 6689799.68537,355567.67854 6689790.53878)"
183324,"LINESTRING(355567.67854 6689790.53878,355562.84724 6689799.68537,355531.07440 6689862.51420,355529.03516 6689866.58178)"
183327,"LINESTRING(355567.67854 6689790.53878,355594.33521 6689741.10119)"
183328,"LINESTRING(355594.33521 6689741.10119,355567.67854 6689790.53878)"
183329,"LINESTRING(355594.33521 6689741.10119,355597.14687 6689734.78604,355600.87634 6689726.90474)"
183330,"LINESTRING(355600.87634 6689726.90474,355597.14687 6689734.78604,355594.33521 6689741.10119)"
183406,"LINESTRING(355713.46524 6689623.18494,355713.90494 6689616.61733,355717.81186 6689601.56056,355718.65220 6689597.20620,355723.82132 6689570.26051,355722.68971 6689553.80332,355722.81897 6689537.65166,355722.78662 6689536.04021,355722.70176 6689534.83235,355722.55426 6689533.98414,355722.28420 6689533.37665,355721.82910 6689532.84660,355721.28536 6689532.48856,355720.26179 6689532.09145,355707.28166 6689529.16883,355705.55349 6689528.77900,355700.23735 6689527.56150)"
183737,"LINESTRING(356406.94631 6689335.20319,356416.42807 6689325.03301,356447.74030 6689291.90972)"
183931,"LINESTRING(355766.84735 6690069.70599,355755.09248 6690064.22034,355754.63266 6690064.00209,355735.46969 6690055.06090)"
184031,"LINESTRING(354788.95276 6689392.85328,354803.02134 6689395.31042)"
184041,"LINESTRING(354800.43551 6689407.87704,354799.12315 6689414.80681)"
184042,"LINESTRING(354799.12315 6689414.80681,354798.80511 6689416.51642)"
184044,"LINESTRING(354803.02134 6689395.31042,354818.07807 6689397.94408)"
184045,"LINESTRING(354818.07807 6689397.94408,354819.80121 6689398.24494)"
184046,"LINESTRING(354803.02134 6689395.31042,354800.43551 6689407.87704)"
184049,"LINESTRING(354747.00405 6689451.23507,354739.31031 6689441.68883,354735.53721 6689437.01158)"
184237,"LINESTRING(356135.07445 6688941.27754,356140.21381 6688942.97294,356145.43238 6688945.25348,356148.53129 6688946.79945)"
184555,"LINESTRING(355724.52134 6689481.49933,355736.19233 6689458.97390,355747.45309 6689436.69470,355751.75087 6689427.35657)"
184556,"LINESTRING(355751.75087 6689427.35657,355747.45309 6689436.69470,355736.19233 6689458.97390,355724.52134 6689481.49933)"
184557,"LINESTRING(355672.01955 6689582.29566,355700.23735 6689527.56150)"
184558,"LINESTRING(355700.23735 6689527.56150,355672.01955 6689582.29566)"
184945,"LINESTRING(356350.16583 6689184.37579,356343.50328 6689194.00540,356342.04563 6689195.68040,356340.54775 6689196.65677,356339.08391 6689196.90798)"
187009,"LINESTRING(354949.22680 6689421.08871,354950.06877 6689416.37808,354953.68658 6689398.05518,354956.58212 6689372.48630,354957.03908 6689369.90082,354957.25757 6689368.69766,354957.57937 6689366.92109,354958.37502 6689362.45792)"
187084,"LINESTRING(355408.44945 6689240.57098,355411.54959 6689242.00524)"
187085,"LINESTRING(355411.54959 6689242.00524,355414.41690 6689243.60871)"
187086,"LINESTRING(355414.41690 6689243.60871,355417.44585 6689246.96081)"
187087,"LINESTRING(355417.44585 6689246.96081,355420.68598 6689250.55661)"
187325,"LINESTRING(354838.97181 6688860.63514,354828.49399 6688865.22449)"
187326,"LINESTRING(354828.49399 6688865.22449,354823.62457 6688866.76346,354820.99265 6688867.13824)"
187327,"LINESTRING(354820.99265 6688867.13824,354818.18822 6688867.54526,354815.39911 6688867.56197)"
187328,"LINESTRING(354815.39911 6688867.56197,354812.99103 6688867.61227,354806.64698 6688866.98905)"
187403,"LINESTRING(354887.93046 6688839.06650,354876.88406 6688843.78878,354838.97181 6688860.63514)"
191929,"LINESTRING(355594.33521 6689741.10119,355598.90013 6689743.75275,355601.59069 6689746.50138,355603.52098 6689749.60545,355608.43582 6689768.03613,355608.98716 6689773.77884)"
192587,"LINESTRING(355376.79590 6688737.80058,355376.48879 6688740.62214,355374.34158 6688757.79158,355372.10849 6688779.90605)"
192590,"LINESTRING(355374.76854 6688718.05730,355373.67198 6688725.06342)"
192591,"LINESTRING(355373.67198 6688725.06342,355374.76854 6688718.05730)"
192598,"LINESTRING(355368.21993 6688737.12765,355373.67198 6688725.06342)"
192712,"LINESTRING(355373.67198 6688725.06342,355376.79590 6688737.80058)"
194874,"LINESTRING(355955.42207 6689726.21939,355957.90897 6689727.41113,355968.35543 6689732.41633,355977.98362 6689737.03482,356045.65393 6689769.50466,356078.00695 6689785.01865,356111.63046 6689802.06174)"
194875,"LINESTRING(356111.63046 6689802.06174,356078.00695 6689785.01865,356045.65393 6689769.50466,355977.98362 6689737.03482,355968.35543 6689732.41633,355957.90897 6689727.41113,355955.42207 6689726.21939)"
195225,"LINESTRING(355507.20528 6689906.38381,355513.98674 6689894.38748,355529.03516 6689866.58178)"
195226,"LINESTRING(355529.03516 6689866.58178,355513.98674 6689894.38748,355507.20528 6689906.38381)"
195850,"LINESTRING(356003.95659 6688706.46234,355999.68105 6688713.57369,355997.01804 6688720.38068)"
195891,"LINESTRING(354744.51648 6689224.31241,354755.29496 6689260.30551,354755.95093 6689262.47057,354756.67519 6689264.89871)"
195956,"LINESTRING(355997.01804 6688720.38068,355992.58336 6688710.92318,355988.50411 6688703.94859,355986.46019 6688699.13752)"
196178,"LINESTRING(355548.39241 6689696.24437,355556.73237 6689702.43863,355565.88638 6689707.23961,355577.17919 6689711.27181,355582.19184 6689713.27444,355586.85807 6689716.49871)"
196639,"LINESTRING(355186.71162 6689920.72714,355191.50755 6689920.16066,355197.49727 6689920.83809,355203.50946 6689922.56010,355207.68603 6689924.65524)"
196640,"LINESTRING(355207.68603 6689924.65524,355208.69643 6689925.74285,355209.91647 6689929.27727,355211.06810 6689936.74324,355210.79145 6689940.21951)"
196642,"LINESTRING(355178.50531 6689930.22492,355180.55474 6689925.28876,355183.96009 6689921.90980)"
196644,"LINESTRING(355202.93935 6689950.07509,355199.81210 6689950.78990,355195.41451 6689950.51001,355189.49879 6689947.04672)"
196645,"LINESTRING(355189.49879 6689947.04672,355183.06786 6689942.80100,355180.42388 6689939.54916,355178.78715 6689936.15010)"
196646,"LINESTRING(355178.78715 6689936.15010,355178.21802 6689933.12325,355178.50531 6689930.22492)"
197801,"LINESTRING(355533.54264 6689108.41065,355527.50067 6689110.51743,355519.36617 6689112.62263,355508.83855 6689115.16643)"
197803,"LINESTRING(355508.83855 6689115.16643,355517.96179 6689108.52024,355523.70166 6689104.59507,355526.80099 6689101.15613)"
197838,"LINESTRING(355564.59832 6689114.62869,355560.70693 6689114.19688,355553.28083 6689112.28907,355545.44275 6689109.54834,355541.44775 6689108.11003)"
197843,"LINESTRING(355805.81753 6689260.85944,355803.50717 6689254.58401,355802.06459 6689250.47264,355798.75151 6689243.24257,355795.65903 6689236.94551)"
197848,"LINESTRING(355564.59832 6689114.62869,355579.41942 6689122.24019,355616.33396 6689140.78196,355623.47744 6689144.23045)"
197849,"LINESTRING(355623.47744 6689144.23045,355616.33396 6689140.78196,355579.41942 6689122.24019,355564.59832 6689114.62869)"
197850,"LINESTRING(355481.46899 6689046.87381,355481.42786 6689052.59508,355482.81396 6689055.98644,355486.61150 6689060.96313,355491.55475 6689065.56214,355498.91943 6689071.65689,355501.48019 6689073.33375)"
197851,"LINESTRING(355501.48019 6689073.33375,355504.44232 6689075.26558)"
197852,"LINESTRING(355504.44232 6689075.26558,355507.35950 6689076.94411)"
198006,"LINESTRING(354804.20668 6688960.31322,354823.21850 6688976.51478,354880.22121 6689025.08830,354918.64808 6689056.74538)"
198019,"LINESTRING(355478.40275 6689954.73306,355480.53642 6689950.72676,355487.62930 6689936.64292,355489.75082 6689932.42593,355492.90119 6689923.71012,355492.52108 6689918.70299)"
198039,"LINESTRING(355813.81438 6688640.75648,355809.25953 6688645.91474)"
198040,"LINESTRING(355809.25953 6688645.91474,355801.70299 6688653.58267,355797.41668 6688659.71569,355765.41222 6688711.20712,355763.27039 6688715.34725,355762.16753 6688717.25783,355757.79331 6688723.57398)"
198041,"LINESTRING(355066.71669 6688859.02528,355038.35134 6688844.95479,354998.39516 6688825.14585,354996.40184 6688824.37100,354994.56585 6688824.08774,354992.58376 6688824.42487,354991.23042 6688825.01493)"
198042,"LINESTRING(354941.98124 6688820.19677,354946.36050 6688825.65132)"
198043,"LINESTRING(355185.82909 6688764.10953,355195.23065 6688827.21969)"
198044,"LINESTRING(355195.23065 6688827.21969,355185.82909 6688764.10953)"
198047,"LINESTRING(355121.92333 6688769.11578,355120.96607 6688779.05125,355120.57354 6688781.96677,355082.64177 6688859.21731,355082.16257 6688862.33812,355082.61719 6688866.00577)"
198048,"LINESTRING(355082.61719 6688866.00577,355082.16257 6688862.33812,355082.64177 6688859.21731,355120.57354 6688781.96677,355120.96607 6688779.05125,355121.92333 6688769.11578)"
198135,"LINESTRING(355315.51916 6688957.10065,355306.76926 6688954.72442)"
198136,"LINESTRING(355306.76926 6688954.72442,355315.51916 6688957.10065)"
198137,"LINESTRING(355306.76926 6688954.72442,355303.25375 6688953.71475,355298.82072 6688952.70246,355272.87195 6688946.19068,355250.17519 6688940.45911,355242.54039 6688938.61936,355234.46410 6688936.09304,355195.14315 6688921.74254,355179.12793 6688915.00204,355162.90452 6688907.28337,355157.54216 6688904.62256,355122.55844 6688887.79659,355100.54607 6688876.72989,355098.50782 6688875.70170,355096.04999 6688874.49749,355092.16733 6688873.56479)"
198138,"LINESTRING(355092.16733 6688873.56479,355096.04999 6688874.49749,355098.50782 6688875.70170,355100.54607 6688876.72989,355122.55844 6688887.79659,355157.54216 6688904.62256,355162.90452 6688907.28337,355179.12793 6688915.00204,355195.14315 6688921.74254,355234.46410 6688936.09304,355242.54039 6688938.61936,355250.17519 6688940.45911,355272.87195 6688946.19068,355298.82072 6688952.70246,355303.25375 6688953.71475,355306.76926 6688954.72442)"
198139,"LINESTRING(355130.20247 6688762.68469,355130.02998 6688763.37337,355129.80267 6688764.03183,355129.52183 6688764.68226,355129.17797 6688765.29183,355128.78685 6688765.87075,355128.34091 6688766.41946,355127.85463 6688766.92599,355127.32044 6688767.39079,355126.75282 6688767.80189,355126.14421 6688768.15973)"
